Entry	AlphaFoldDB	PDB	Ensembl	EnsemblBacteria	EnsemblFungi	EnsemblProtists
O43609	O43609;		ENST00000339241.1;ENST00000394339.2;ENST00000610581.4;ENST00000622283.1;ENST00000651917.1;			
O43610	O43610;		ENST00000302805.7;ENST00000675360.1;ENST00000695325.1;			
O43612	O43612;	1CQ0;1R02;1UVQ;1WSO;7L1U;	ENST00000293330.1;			
O43613	O43613;	4ZJ8;4ZJC;6TO7;6TOD;6TOS;6TOT;6TP3;6TP4;6TP6;6TQ4;6TQ6;6TQ7;6TQ9;6V9S;	ENST00000373706.9;ENST00000403528.7;			
O43614	O43614;	4S0V;5WQC;5WS3;6TPG;6TPJ;6TPN;7L1U;7L1V;7SQO;7SR8;7XRR;	ENST00000370862.4;ENST00000615358.4;			
O43615	O43615;	2CW9;	ENST00000270538.8;			
O43617	O43617;	1SZ7;2C0J;2CFH;3KXC;	ENST00000373162.5 [O43617-2];ENST00000373163.5 [O43617-2];ENST00000373166.8 [O43617-1];ENST00000617904.4 [O43617-2];			
O43623	O43623;		ENST00000020945.4;			
O43633	O43633;	7ZCG;7ZCH;	ENST00000312547.7;ENST00000596708.2;ENST00000597848.2;ENST00000600118.6;ENST00000601220.5;			
O43639	O43639;	1U5S;1WX6;1Z3K;2B86;2CIA;2FRW;2FRY;2JXB;4E6R;	ENST00000233154.9;ENST00000393349.2;			
O43653	O43653;		ENST00000301258.5;			
O43660	O43660;	4YVD;5MQF;5XJC;5YZG;5Z56;5Z57;5Z58;6FF4;6FF7;6ICZ;6ID0;6ID1;6QDV;6ZYM;7AAV;7ABF;7ABG;7ABI;7DH6;7DVQ;7QTT;7W59;7W5A;7W5B;8C6J;8CH6;8I0P;8I0R;8I0S;8I0T;8I0U;8I0V;8I0W;8RO2;9FMD;	ENST00000302078.9 [O43660-2];ENST00000499023.7 [O43660-1];			
O43663	O43663;	3NRX;3NRY;4L3I;4L6Y;5KMG;7VBG;	ENST00000361188.9 [O43663-4];ENST00000394249.8 [O43663-1];ENST00000442656.6 [O43663-3];			
O43665	O43665;	2DLR;2I59;2IHB;	ENST00000369101.7 [O43665-1];ENST00000369103.3 [O43665-3];ENST00000392865.5 [O43665-2];			
O43670	O43670;		ENST00000321233.10 [O43670-1];ENST00000394670.9 [O43670-4];ENST00000394673.6 [O43670-2];			
O43674	O43674;	5XTC;5XTD;5XTH;5XTI;	ENST00000259037.8 [O43674-1];ENST00000493866.5 [O43674-2];			
O43676	O43676;	5XTC;5XTD;5XTH;5XTI;	ENST00000237889.9;ENST00000433898.5;ENST00000450023.6;ENST00000454214.1;ENST00000682325.1;ENST00000684175.1;ENST00000684420.1;			
O43678	O43678;	1S3A;5XTB;5XTD;5XTH;5XTI;	ENST00000252102.9 [O43678-1];ENST00000512088.1 [O43678-2];			
O43679	O43679;		ENST00000304523.10 [O43679-1];ENST00000441778.6 [O43679-2];			
O43680	O43680;		ENST00000237316.3;ENST00000367882.5;			
O43681	O43681;	6SO5;8CQZ;8CR1;8CR2;	ENST00000357332.8;ENST00000591090.5;			
O43683	O43683;	2LAH;4A1G;4QPM;4R8Q;5DMZ;6F7B;7B1F;7B1H;7B1J;	ENST00000302759.11 [O43683-1];ENST00000409311.5 [O43683-2];ENST00000535254.6 [O43683-3];			
O43684	O43684;		ENST00000368858.9 [O43684-2];ENST00000368865.9 [O43684-1];			
O43687	O43687;		ENST00000342266.4 [O43687-2];ENST00000474850.2 [O43687-1];			
O43688	O43688;		ENST00000269812.7 [O43688-3];ENST00000327790.7 [O43688-2];ENST00000434325.7 [O43688-1];			
O43699	O43699;		ENST00000343300.8 [O43699-2];ENST00000346477.7 [O43699-3];ENST00000359982.8 [O43699-5];ENST00000391797.3 [O43699-4];ENST00000425629.8 [O43699-1];ENST00000436458.5 [O43699-6];			
O43704	O43704;	2Z5F;3CKL;	ENST00000310613.8;			
O43707	O43707;	1WLX;1YDI;2R0O;6O31;6OA6;	ENST00000252699.7 [O43707-1];ENST00000390009.7 [O43707-2];ENST00000634692.1 [O43707-2];ENST00000634960.2 [O43707-1];			
O43708	O43708;	1FW1;8E8P;	ENST00000361389.8 [O43708-2];ENST00000393734.5 [O43708-2];ENST00000557639.5 [O43708-2];			
O43709	O43709;	6G4W;7WTS;7WTT;7WTU;7WTV;7WTW;	ENST00000265758.7 [O43709-1];			
O43711	O43711;		ENST00000296921.6;			
O43715	O43715;	4XZS;4XZV;6I3V;6I3Y;6I4Y;8AG0;	ENST00000546954.2;			
O43716	O43716;		ENST00000551765.6;			
O43719	O43719;	2DIT;6N3D;6N3E;6N3F;6NSX;6Y50;6Y53;6Y5Q;7EVO;7Q3L;8HK1;	ENST00000218364.5;ENST00000535601.5;			
O43731	O43731;		ENST00000216014.9 [O43731-1];ENST00000409006.3 [O43731-2];			
O43734	O43734;		ENST00000340026.10 [O43734-1];ENST00000359831.8 [O43734-5];ENST00000368730.5 [O43734-4];ENST00000368734.5 [O43734-4];ENST00000368735.1 [O43734-4];ENST00000368761.11 [O43734-2];ENST00000651547.2 [O43734-2];			
O43739	O43739;	4KAX;6U3E;6U3G;	ENST00000350796.8 [O43739-2];			
O43741	O43741;	2F15;2V8Q;2V92;2V9J;2Y8L;2Y8Q;2YA3;4CFH;4EAI;4EAJ;4RER;4REW;6B2E;7JHG;7JHH;7JIJ;7M74;	ENST00000254101.4 [O43741-1];			
O43745	O43745;	2BEC;	ENST00000300113.3;			
O43747	O43747;	1IU1;	ENST00000299980.9 [O43747-1];ENST00000393512.7 [O43747-2];ENST00000569748.5 [O43747-1];			
O43749	O43749;		ENST00000304646.3;			
O43752	O43752;	2NPS;4J2C;	ENST00000258301.6 [O43752-1];ENST00000542060.5 [O43752-2];			
O43759	O43759;	8A6M;	ENST00000318801.8 [O43759-2];ENST00000328933.10 [O43759-1];ENST00000381535.4 [O43759-3];			
O43760	O43760;		ENST00000225777.8 [O43760-1];ENST00000585591.5 [O43760-1];ENST00000588282.5 [O43760-2];			
O43761	O43761;		ENST00000248121.7;ENST00000709282.1;			
O43763	O43763;	3A03;	ENST00000233638.8;			
O43765	O43765;	2VYI;4CPG;4GOD;4GOE;4GOF;	ENST00000221566.7;ENST00000676943.1;ENST00000677149.1;			
O43766	O43766;		ENST00000340169.7 [O43766-2];ENST00000381846.2 [O43766-3];ENST00000640888.2 [O43766-1];			
O43768	O43768;		ENST00000271690.12 [O43768-2];ENST00000339643.9 [O43768-3];ENST00000361532.9 [O43768-5];ENST00000361631.9 [O43768-7];ENST00000362052.7 [O43768-8];ENST00000369014.10 [O43768-1];ENST00000503241.1 [O43768-9];ENST00000503345.1 [O43768-8];ENST00000509582.5 [O43768-8];ENST00000513281.5 [O43768-6];			
O43772	O43772;		ENST00000319017.5;			
O43776	O43776;	4ZYA;5XIX;8H53;8TC7;8TC8;8TC9;	ENST00000256854.10 [O43776-1];ENST00000540592.5 [O43776-2];			
O43781	O43781;	5Y86;	ENST00000367106.1 [O43781-2];ENST00000367108.7 [O43781-2];ENST00000367109.8 [O43781-1];			
O43790	O43790;		ENST00000293525.5;ENST00000423955.7;			
O43791	O43791;	2CR2;3HQH;3HQI;3HQL;3HQM;3HSV;3HTM;3HU6;3IVB;3IVQ;3IVV;4EOZ;4HS2;4J8Z;4O1V;6F8F;6F8G;6I41;6I5P;6I68;6I7A;7D3D;7KLZ;7LIN;7LIO;7LIP;7LIQ;8DWS;8DWT;8DWU;8DWV;	ENST00000347630.6;ENST00000393328.6;ENST00000503676.5;ENST00000504102.6;ENST00000509079.6;ENST00000514121.6;ENST00000665825.1;			
O43795	O43795;		ENST00000304164.8 [O43795-1];ENST00000339514.8 [O43795-2];ENST00000392318.8 [O43795-1];			
O43805	O43805;		ENST00000322310.10;			
O43808	O43808;		ENST00000435456.7;			
O43809	O43809;	2CL3;2J8Q;3BAP;3BHO;3MDG;3MDI;3N9U;3P5T;3P6Y;3Q2S;3Q2T;5R4P;5R4Q;5R4R;5R4S;5R4T;5R4U;5R64;5R65;5R66;5R67;	ENST00000300291.10;			
O43813	O43813;	3E6U;3E73;8CZK;8CZL;8D0V;8D19;	ENST00000233714.8;ENST00000431941.6;ENST00000441020.7;ENST00000443314.5;ENST00000448951.6;ENST00000450366.7;			
O43815	O43815;		ENST00000263918.9 [O43815-1];			
O43818	O43818;	4J0W;4JXM;7MQ8;7MQ9;7MQA;	ENST00000232888.7;			
O43819	O43819;	2RLI;	ENST00000252785.3;ENST00000395693.8;ENST00000535425.5;ENST00000543927.6;			
O43820	O43820;		ENST00000336307.6 [O43820-1];ENST00000359051.7 [O43820-2];ENST00000415204.5 [O43820-3];ENST00000450982.6 [O43820-2];ENST00000513170.1 [O43820-4];ENST00000621157.5 [O43820-1];			
O43822	O43822;	8AXR;	ENST00000325223.7 [O43822-3];ENST00000339818.9 [O43822-1];ENST00000397956.7 [O43822-4];			
O43823	O43823;		ENST00000269701.7;			
O43825	O43825;		ENST00000367434.5;			
O43826	O43826;		ENST00000642844.3 [O43826-1];ENST00000710540.1 [O43826-2];ENST00000710542.1 [O43826-1];ENST00000710545.1 [O43826-2];ENST00000710550.1 [O43826-1];			
O43827	O43827;		ENST00000376819.4;			
O43829	O43829;		ENST00000357006.8;ENST00000400143.7;ENST00000614697.4;ENST00000615385.4;ENST00000651870.1;			
O43837	O43837;	6KDE;6KDF;6KDY;6KE3;7CE3;8GRB;8GRD;8GRU;8GS5;	ENST00000380843.9 [O43837-1];ENST00000380851.10 [O43837-2];			
O43847	O43847;		ENST00000352171.12 [O43847-1];ENST00000354831.11 [O43847-2];			
O43852	O43852;		ENST00000249364.9 [O43852-1];ENST00000449187.7 [O43852-2];ENST00000479257.5 [O43852-3];ENST00000535011.6 [O43852-10];ENST00000542996.7 [O43852-4];			
O43854	O43854;	4D90;	ENST00000296591.10 [O43854-1];ENST00000380138.3 [O43854-2];			
O43861	O43861;		ENST00000307671.12 [O43861-2];ENST00000426216.6 [O43861-1];			
O43865	O43865;	3MTG;	ENST00000359172.3 [O43865-2];ENST00000369799.10 [O43865-1];ENST00000393614.8 [O43865-2];			
O43866	O43866;	8WYR;8WYS;	ENST00000368174.5;			
O43868	O43868;		ENST00000347644.8;			
O43889	O43889;		ENST00000353704.3 [O43889-2];			
O43895	O43895;		ENST00000371106.4;			
O43896	O43896;	2G1L;	ENST00000320785.10;			
O43897	O43897;	3EDI;	ENST00000061240.7 [O43897-1];ENST00000513213.5 [O43897-2];			
O43900	O43900;		ENST00000599218.6 [O43900-1];			
O43903	O43903;		ENST00000278187.7 [O43903-1];ENST00000454584.7 [O43903-1];ENST00000524701.5 [O43903-2];ENST00000630668.2 [O43903-2];			
O43909	O43909;	7AU2;7AUA;8OG1;8OG4;	ENST00000220562.9;ENST00000696177.1;ENST00000696178.1;ENST00000696184.1;ENST00000696186.1;			
O43913	O43913;	5UJ7;5UJM;7CTE;7CTF;7CTG;7JPO;7JPP;7JPQ;7JPR;7JPS;8S0C;8S0D;8S0E;8S0F;	ENST00000297431.9 [O43913-1];ENST00000447452.6 [O43913-2];			
O43914	O43914;	2L34;2L35;4WO1;4WOL;7Q5W;	ENST00000262629.9 [O43914-1];ENST00000544690.6 [O43914-3];ENST00000589517.1 [O43914-2];			
O43915	O43915;	2XV7;	ENST00000297904.4;			
O43916	O43916;		ENST00000308064.7;			
O43918	O43918;	1XWH;2KE1;2KFT;2LRI;	ENST00000291582.6 [O43918-1];			
O43920	O43920;	5XTC;5XTD;5XTH;5XTI;	ENST00000372967.3;ENST00000372969.8;			
O43921	O43921;	2WO3;	ENST00000215368.4;			
O43924	O43924;	1KSG;1KSH;1KSJ;3T5G;3T5I;4JHP;4JV6;4JV8;4JVB;4JVF;5E80;5E8F;5F2U;5ML2;5ML3;5ML4;5ML6;5ML8;5NAL;5TAR;5TB5;5X72;5X73;5X74;5YAV;5YAW;7PAC;7PAD;7PAE;7Q9Q;7Q9R;7Q9S;7Q9U;7QF9;7QJK;	ENST00000287600.9;			
O43927	O43927;	5CBA;5CBE;6VGJ;7JNY;	ENST00000286758.4;ENST00000682537.1;			
O43929	O43929;	5UJ7;5UJM;7CTE;7CTF;7CTG;7JPO;7JPP;7JPQ;7JPR;7JPS;8S0C;8S0D;8S0E;8S0F;	ENST00000264169.6 [O43929-1];ENST00000392857.10 [O43929-1];ENST00000535373.5 [O43929-1];ENST00000536575.5 [O43929-2];ENST00000540442.5 [O43929-3];			
O43930	O43930;					
O43933	O43933;		ENST00000248633.9 [O43933-1];ENST00000438045.5 [O43933-2];			
O60216	O60216;	4PJU;4PJW;4PK7;6QNX;6RRC;6RRK;6WG3;6WGE;7W1M;7ZJS;8K4D;8P0A;8PQ5;8RO6;8RO7;8RO8;8RO9;8ROA;8ROB;8ROC;8ROD;8ROE;8ROF;8ROG;8ROH;8ROI;8ROJ;8ROK;8ROL;	ENST00000297338.7;ENST00000517485.6;ENST00000517749.2;ENST00000519837.6;ENST00000520992.6;ENST00000522699.2;ENST00000687358.1;			
O60218	O60218;	1ZUA;4GA8;4GAB;4GQ0;4GQG;4I5X;4ICC;4JIH;4JII;4WEV;4XZL;4XZM;4XZN;5LIK;5LIU;5LIW;5LIX;5LIY;5M2F;5Y7N;	ENST00000359579.5;			
O60220	O60220;		ENST00000372902.4;			
O60229		5QQD;5QQE;5QQF;5QQG;5QQH;5QQI;5QQJ;5QQK;5QQL;5QQM;5QQN;5QU9;8C7D;	ENST00000240874.7 [O60229-2];ENST00000291478.9 [O60229-4];ENST00000360013.7 [O60229-1];			
O60231	O60231;	5Z56;5Z57;5Z58;6FF7;7DVQ;7QTT;8CH6;8I0R;8I0S;8I0T;8I0U;8I0V;	ENST00000376442.8;ENST00000383577.8;ENST00000417308.6;ENST00000421095.6;ENST00000424672.6;ENST00000451456.6;ENST00000458094.6;			
O60232	O60232;	6HCZ;	ENST00000309328.8;			
O60235	O60235;		ENST00000283916.11;			
O60237	O60237;		ENST00000290419.9 [O60237-3];ENST00000356764.6 [O60237-2];ENST00000391959.5 [O60237-6];ENST00000480184.5 [O60237-5];ENST00000491336.5 [O60237-4];ENST00000608999.6 [O60237-1];			
O60238	O60238;		ENST00000380629.7 [O60238-1];ENST00000518611.5 [O60238-2];ENST00000520409.5 [O60238-2];ENST00000523515.5 [O60238-2];			
O60239	O60239;	4H3B;6DJL;6IXE;6IXF;6IXG;6IXV;	ENST00000383791.8 [O60239-1];ENST00000408919.7 [O60239-2];ENST00000426925.5 [O60239-2];			
O60240	O60240;		ENST00000300055.10;ENST00000430628.2;			
O60241	O60241;	8OEK;	ENST00000373655.6 [O60241-2];ENST00000373658.8 [O60241-1];ENST00000527361.5 [O60241-4];			
O60242	O60242;	4DLO;	ENST00000370598.6 [O60242-1];ENST00000546190.5 [O60242-1];			
O60243	O60243;		ENST00000259241.7 [O60243-1];			
O60244	O60244;	7EMF;7ENA;7ENC;7ENJ;7LBM;7NVR;8GXQ;8GXS;8T9D;8TQW;8TRH;	ENST00000324817.6;			
O60248	O60248;		ENST00000250055.3 [O60248-1];ENST00000538513.6 [O60248-1];ENST00000570788.1 [O60248-2];			
O60256	O60256;	2JI4;	ENST00000268835.7 [O60256-1];ENST00000419071.6 [O60256-2];ENST00000536323.5 [O60256-4];ENST00000542013.5 [O60256-3];ENST00000610773.4 [O60256-4];			
O60258	O60258;		ENST00000359441.4 [O60258-1];ENST00000518533.5 [O60258-2];			
O60259	O60259;	5MS3;5MS4;	ENST00000320838.9 [O60259-4];ENST00000347619.8 [O60259-3];ENST00000391806.6 [O60259-2];ENST00000593490.1 [O60259-4];ENST00000600767.5 [O60259-1];ENST00000695909.1 [O60259-1];			
O60260	O60260;	1IYF;2JMO;4BM9;4I1F;4I1H;5C1Z;5C23;5C9V;5N2W;5N38;5TR5;6GLC;6HUE;6N13;8IK6;8IKV;8JWV;8WZN;8WZO;	ENST00000366896.5 [O60260-6];ENST00000366897.5 [O60260-2];ENST00000366898.6 [O60260-1];ENST00000479615.5 [O60260-3];			
O60264	O60264;	6NE3;8V4Y;8V6V;8V7L;	ENST00000283131.4;			
O60266	O60266;		ENST00000260600.9 [O60266-1];ENST00000679454.1 [O60266-1];			
O60269	O60269;		ENST00000374314.6;ENST00000374317.2;			
O60271	O60271;	2W83;	ENST00000262013.12 [O60271-1];ENST00000357122.8 [O60271-4];ENST00000505279.5 [O60271-2];ENST00000510283.5 [O60271-9];			
O60281		1X3C;7N2D;	ENST00000369577.8 [O60281-1];			
O60282	O60282;		ENST00000435030.6 [O60282-1];ENST00000676677.1 [O60282-2];ENST00000677891.1 [O60282-1];ENST00000679129.1 [O60282-2];			
O60284	O60284;	2CS8;	ENST00000276480.11;ENST00000689386.1;ENST00000693301.1;ENST00000699087.1;			
O60285	O60285;		ENST00000261402.7 [O60285-1];			
O60291	O60291;		ENST00000262370.12 [O60291-2];ENST00000399577.9 [O60291-1];ENST00000415496.5 [O60291-4];ENST00000586183.5 [O60291-4];ENST00000588994.5 [O60291-3];			
O60292	O60292;		ENST00000222345.11;			
O60293	O60293;		ENST00000378743.9 [O60293-1];ENST00000548100.1 [O60293-4];ENST00000552994.5 [O60293-2];			
O60294	O60294;		ENST00000305641.7;			
O60296	O60296;		ENST00000332624.8 [O60296-1];ENST00000430254.1 [O60296-2];			
O60303	O60303;		ENST00000261588.10;			
O60304	O60304;		ENST00000219478.11 [O60304-1];ENST00000545009.1 [O60304-2];			
O60306	O60306;	4PJ3;5MQF;5XJC;5YZG;5Z56;5Z57;6FF7;6ICZ;6ID0;6ID1;6QDV;7A5P;7ABI;7W59;7W5A;7W5B;8C6J;8CH6;8I0P;8I0R;8I0S;8I0T;8I0U;8I0V;8I0W;8RO2;9FMD;	ENST00000156471.10;			
O60307	O60307;	1V9V;3KHF;	ENST00000262811.10;			
O60308	O60308;	5LPH;5LPI;	ENST00000378223.3 [O60308-2];ENST00000378230.8 [O60308-1];ENST00000494653.5 [O60308-3];ENST00000674558.1 [O60308-1];ENST00000674623.1 [O60308-1];			
O60312	O60312;		ENST00000356865.11 [O60312-1];ENST00000389967.9 [O60312-2];ENST00000555815.7 [O60312-1];ENST00000619904.1 [O60312-2];			
O60313	O60313;	6JTG;8CT1;8CT9;8EEW;8EF7;8EFF;8EFR;8EFS;8EFT;	ENST00000361150.6 [O60313-9];ENST00000361510.8 [O60313-10];ENST00000361828.7 [O60313-1];ENST00000361908.8 [O60313-2];ENST00000392437.6 [O60313-11];ENST00000646793.1 [O60313-13];			
O60315	O60315;	2DA7;	ENST00000409487.7 [O60315-1];ENST00000539609.7 [O60315-2];ENST00000558170.6 [O60315-1];ENST00000627532.3 [O60315-1];			
O60318	O60318;	4DHX;	ENST00000291688.6 [O60318-1];ENST00000397708.1 [O60318-1];			
O60331	O60331;	2G35;3H1Z;3H85;	ENST00000335312.8 [O60331-1];ENST00000537021.1 [O60331-2];ENST00000539785.5 [O60331-4];ENST00000589578.5 [O60331-3];			
O60333	O60333;	2EH0;	ENST00000263934.10 [O60333-2];ENST00000377081.5 [O60333-4];ENST00000377083.5 [O60333-3];ENST00000377086.5 [O60333-1];ENST00000377093.9 [O60333-3];ENST00000676179.1 [O60333-1];			
O60336	O60336;		ENST00000456763.6 [O60336-1];ENST00000457542.7 [O60336-6];ENST00000514566.5 [O60336-2];			
O60337	O60337;		ENST00000274140.10 [O60337-4];ENST00000449913.6 [O60337-5];ENST00000503788.5 [O60337-6];			
O60341	O60341;	2COM;2DW4;2EJR;2H94;2HKO;2IW5;2L3D;2UXN;2UXX;2V1D;2X0L;2XAF;2XAG;2XAH;2XAJ;2XAQ;2XAS;2Y48;2Z3Y;2Z5U;3ABT;3ABU;3ZMS;3ZMT;3ZMU;3ZMV;3ZMZ;3ZN0;3ZN1;4BAY;4CZZ;4KUM;4UV8;4UV9;4UVA;4UVB;4UVC;4UXN;4XBF;5AFW;5H6Q;5H6R;5IT3;5L3B;5L3C;5L3D;5L3E;5L3F;5L3G;5LBQ;5LGN;5LGT;5LGU;5LHG;5LHH;5LHI;5X60;5YJB;6E1F;6K3E;6KGK;6KGL;6KGM;6KGN;6KGO;6KGP;6KGQ;6KGR;6NQM;6NQU;6NR5;6S35;6TE1;6TUY;6VYP;6W4K;6WC6;7CDC;7CDD;7CDE;7CDF;7CDG;7E0G;7JJL;7JJM;7JK7;7VQS;7VQT;7VQU;7W3L;7XW8;7ZRY;8BOP;8BOX;8F2Z;8F30;8F59;8F6S;8FDV;8FJ4;8FJ6;8FJ7;8FQJ;8FRI;8FRQ;8FRV;8FSK;8INL;8JF5;8Q1G;8Q1H;8Q1J;8YM7;9FWG;	ENST00000356634.7 [O60341-1];ENST00000400181.9 [O60341-2];			
O60343	O60343;	3QYB;7NIX;	ENST00000377625.6 [O60343-2];ENST00000377636.8 [O60343-1];ENST00000431480.6 [O60343-3];			
O60346	O60346;		ENST00000262719.10 [O60346-1];			
O60353	O60353;	8JH7;8JHB;	ENST00000358755.5 [O60353-1];ENST00000522566.5 [O60353-1];ENST00000523739.5 [O60353-2];			
O60356	O60356;		ENST00000324873.8 [O60356-1];ENST00000395641.2 [O60356-2];			
O60359	O60359;		ENST00000005284.4;			
O60381	O60381;	2E6O;3QVE;	ENST00000222574.9 [O60381-1];ENST00000468410.5 [O60381-1];ENST00000485846.5 [O60381-1];ENST00000638303.2 [O60381-1];ENST00000638893.1 [O60381-1];ENST00000640195.1 [O60381-1];			
O60383	O60383;		ENST00000378673.2;ENST00000464378.2;ENST00000687138.1;			
O60391	O60391;		ENST00000234389.3;			
O60393	O60393;		ENST00000467773.1 [O60393-1];ENST00000483238.5 [O60393-2];			
O60423	O60423;		ENST00000310127.10 [O60423-2];ENST00000525591.5 [O60423-3];			
O60427	O60427;		ENST00000433932.5 [O60427-2];ENST00000542506.5 [O60427-2];			
O60437	O60437;	4Q28;	ENST00000345988.7;			
O60443	O60443;		ENST00000342947.9 [O60443-1];ENST00000409970.6 [O60443-3];ENST00000419307.6 [O60443-3];ENST00000645220.1 [O60443-1];			
O60447	O60447;		ENST00000370331.5 [O60447-1];ENST00000540033.3 [O60447-2];			
O60449	O60449;	7JPT;7JPU;8HBC;8K8H;	ENST00000263636.5 [O60449-1];			
O60462	O60462;	2QQJ;2QQK;2QQL;2QQO;4QDQ;4QDR;4QDS;5DN2;5DQ0;6GH8;6TDB;6TJT;7M22;7T4S;8IVW;8IVX;	ENST00000272849.7 [O60462-5];ENST00000357118.8 [O60462-4];ENST00000357785.10 [O60462-3];ENST00000360409.7 [O60462-1];ENST00000412873.2 [O60462-2];ENST00000417189.5 [O60462-6];			
O60469	O60469;	6ZR7;	ENST00000400454.6 [O60469-1];ENST00000708009.1 [O60469-1];			
O60476	O60476;		ENST00000356554.7;			
O60477	O60477;		ENST00000265922.8 [O60477-1];ENST00000373964.2 [O60477-2];			
O60478	O60478;		ENST00000366592.8;			
O60479	O60479;	4XRS;	ENST00000434704.2;			
O60481	O60481;	2EJ4;2RPC;	ENST00000287538.10 [O60481-1];ENST00000370606.3 [O60481-2];			
O60486	O60486;	3KUZ;3NVN;3NVQ;6VXK;	ENST00000258526.9;			
O60487	O60487;		ENST00000278937.7;ENST00000438295.2;			
O60488	O60488;		ENST00000340800.7 [O60488-1];ENST00000348502.10 [O60488-2];ENST00000469796.7 [O60488-1];ENST00000502391.6 [O60488-1];ENST00000671846.1 [O60488-1];ENST00000672282.1 [O60488-2];ENST00000672401.1 [O60488-2];ENST00000673016.1 [O60488-2];			
O60493	O60493;	2MXC;2YPS;5F0J;5F0L;5F0M;5F0P;7BLO;	ENST00000230085.13 [O60493-1];ENST00000349379.5 [O60493-4];ENST00000368979.6 [O60493-3];ENST00000426155.6 [O60493-2];			
O60494		3KQ4;6GJE;	ENST00000377833.10;			
O60496	O60496;	2D9W;2DLW;	ENST00000276420.9;			
O60499	O60499;	4DND;	ENST00000343587.9 [O60499-2];ENST00000587230.6 [O60499-1];			
O60500	O60500;	4ZRT;	ENST00000353632.6 [O60500-2];ENST00000378910.10 [O60500-1];			
O60502	O60502;	2YDQ;5M7R;5M7S;5M7T;5M7U;5TKE;5UHK;5UHL;5UHO;5UHP;5UN8;5UN9;5VVO;5VVT;5VVU;5VVV;5VVX;6HKI;6PM9;7OU6;7YEH;8P0L;	ENST00000357797.9 [O60502-2];ENST00000361464.8 [O60502-1];ENST00000370094.7 [O60502-3];ENST00000439817.5 [O60502-4];			
O60503	O60503;		ENST00000294016.8;			
O60504	O60504;	2CT3;2DLM;2NWM;2YUP;	ENST00000240123.12 [O60504-1];ENST00000523965.5 [O60504-2];			
O60506	O60506;	2DGU;2MXT;2NBB;6KOR;	ENST00000355238.11 [O60506-3];ENST00000369622.8 [O60506-1];ENST00000444272.2 [O60506-3];ENST00000676637.1 [O60506-3];ENST00000676688.1 [O60506-1];ENST00000678355.1 [O60506-1];ENST00000678528.1 [O60506-3];ENST00000678930.1 [O60506-2];			
O60507	O60507;	5WRI;5WRJ;	ENST00000304842.6;ENST00000649664.1;			
O60508	O60508;	5MQF;5XJC;5YZG;5Z56;5Z57;6FF4;6FF7;6ICZ;6ID0;6ID1;6QDV;6ZYM;7A5P;7AAV;7ABI;7W59;7W5A;7W5B;8C6J;8CH6;8I0T;8I0U;8I0V;8I0W;8RO2;9FMD;	ENST00000307731.2;ENST00000368932.5;			
O60512	O60512;		ENST00000319769.10 [O60512-1];ENST00000367998.5 [O60512-1];ENST00000622395.4 [O60512-1];			
O60513	O60513;		ENST00000359213.7;ENST00000393765.7;ENST00000483209.5;			
O60516	O60516;		ENST00000310331.3;			
O60519	O60519;		ENST00000228865.3;			
O60524	O60524;	3J92;	ENST00000298310.10 [O60524-1];			
O60543	O60543;	2EEL;	ENST00000320477.10;			
O60547	O60547;	1T2A;5IN4;5IN5;6GPJ;6GPK;6GPL;6Q94;	ENST00000380815.5 [O60547-1];ENST00000530927.5 [O60547-2];			
O60548	O60548;		ENST00000334793.6;			
O60551	O60551;	4C2X;6PAU;	ENST00000378165.9;			
O60563	O60563;	2PK2;3BLH;3BLQ;3BLR;3LQ5;3MI9;3MIA;3MY1;3TN8;3TNH;3TNI;4BCF;4BCG;4BCH;4BCI;4BCJ;4EC8;4EC9;4IMY;4OGR;4OR5;5L1Z;6CYT;6GZH;6W9E;6Z45;7NWK;8I0L;8K5R;	ENST00000261900.8 [O60563-1];ENST00000417344.2 [O60563-2];ENST00000618666.4 [O60563-2];			
O60565	O60565;	5AEJ;8B7H;	ENST00000300177.8 [O60565-1];ENST00000322805.5 [O60565-2];ENST00000560830.1 [O60565-2];ENST00000632478.1 [O60565-2];ENST00000651081.1 [O60565-1];ENST00000651154.1 [O60565-1];ENST00000651986.1 [O60565-1];ENST00000652365.1 [O60565-1];			
O60566	O60566;	2WVI;3SI5;4GGD;5JJA;5K6S;5KHU;5LCW;5SWF;6TLJ;	ENST00000287598.11 [O60566-1];ENST00000412359.7 [O60566-3];			
O60568	O60568;	6FXK;6FXM;6FXR;6FXT;6FXX;6FXY;6TE3;6TEC;6TES;6TEU;6TEX;6TEZ;6WFV;8ONE;	ENST00000223127.8;			
O60573	O60573;	2JGB;2JGC;5NVK;5NVL;5NVM;5NVN;5XLN;	ENST00000258416.8 [O60573-1];ENST00000409098.5 [O60573-2];			
O60583	O60583;	2IVX;	ENST00000264157.10 [O60583-1];ENST00000295238.11 [O60583-2];			
O60602	O60602;	3J0A;8AR2;	ENST00000407096.7;ENST00000484766.2;ENST00000642603.2;ENST00000645434.2;ENST00000714229.1;			
O60603	O60603;	1FYW;1FYX;1O77;2Z7X;2Z80;6NIG;8AR0;	ENST00000260010.7;ENST00000642580.1;ENST00000642700.2;ENST00000643501.2;ENST00000646219.2;ENST00000646900.2;ENST00000714431.1;ENST00000714432.1;ENST00000714433.1;ENST00000714434.1;ENST00000714435.1;			
