Entry	AlphaFoldDB	PDB	Ensembl
Q66X22	Q66X22;		ENSMUST00000073151.13 [Q66X22-1];ENSMUST00000117909.2 [Q66X22-2];
Q672J9	Q672J9;		ENSMUST00000115800.2;
Q67BT3	Q67BT3;		ENSMUST00000021161.14;
Q67FY2	Q67FY2;		ENSMUST00000074989.7 [Q67FY2-1];ENSMUST00000218183.2 [Q67FY2-1];ENSMUST00000220303.2 [Q67FY2-2];
Q684R7	Q684R7;		ENSMUST00000071708.12 [Q684R7-1];ENSMUST00000107230.9 [Q684R7-2];
Q68ED2	Q68ED2;		ENSMUST00000172951.2;
Q68ED3	Q68ED3;		
Q68ED7	Q68ED7;		ENSMUST00000076615.6;
Q68EF4	Q68EF4;		
Q68FD5	Q68FD5;	5ODS;	ENSMUST00000103186.11;
Q68FD7	Q68FD7;	7ROY;	ENSMUST00000046835.14;
Q68FE2	Q68FE2;		ENSMUST00000040689.15 [Q68FE2-1];ENSMUST00000188347.7 [Q68FE2-1];ENSMUST00000189702.7 [Q68FE2-1];ENSMUST00000239085.2 [Q68FE2-2];
Q68FF6	Q68FF6;	6JMU;	ENSMUST00000037285.10;
Q68FG1			ENSMUST00000019378.8;ENSMUST00000166821.8;
Q68FG2			ENSMUST00000008991.8;
Q68FH0	Q68FH0;		ENSMUST00000102754.11 [Q68FH0-1];ENSMUST00000168631.8 [Q68FH0-2];
Q68FL4	Q68FL4;		ENSMUST00000115238.10 [Q68FL4-2];ENSMUST00000115242.9 [Q68FL4-1];
Q68FM2	Q68FM2;		
Q68G58	Q68G58;		ENSMUST00000112725.8 [Q68G58-5];ENSMUST00000112727.10 [Q68G58-4];
Q68SA9	Q68SA9;		ENSMUST00000113059.8 [Q68SA9-1];ENSMUST00000113060.3 [Q68SA9-2];
Q68SN8	Q68SN8;		ENSMUST00000049926.15 [Q68SN8-1];ENSMUST00000166297.7 [Q68SN8-2];ENSMUST00000193229.6 [Q68SN8-2];ENSMUST00000194102.6 [Q68SN8-1];
Q69Z26	Q69Z26;	3JXA;3KLD;5E4S;	ENSMUST00000089208.9 [Q69Z26-1];ENSMUST00000113258.8 [Q69Z26-3];ENSMUST00000113260.8 [Q69Z26-2];ENSMUST00000113261.9 [Q69Z26-2];ENSMUST00000113264.9 [Q69Z26-1];
Q69Z28	Q69Z28;		ENSMUST00000080145.13 [Q69Z28-1];ENSMUST00000109694.3 [Q69Z28-2];
Q69Z36	Q69Z36;		
Q69Z37	Q69Z37;		
Q69Z38	Q69Z38;		ENSMUST00000061552.15;
Q69Z66	Q69Z66;		ENSMUST00000075872.4 [Q69Z66-1];
Q69Z69	Q69Z69;		ENSMUST00000025142.13 [Q69Z69-1];ENSMUST00000115864.8 [Q69Z69-2];ENSMUST00000127099.9 [Q69Z69-3];
Q69Z98	Q69Z98;	4YNZ;4YOM;	ENSMUST00000018971.15 [Q69Z98-4];ENSMUST00000075528.12 [Q69Z98-3];ENSMUST00000078200.12 [Q69Z98-2];ENSMUST00000105989.9 [Q69Z98-2];ENSMUST00000174499.8 [Q69Z98-1];
Q69ZA1	Q69ZA1;		ENSMUST00000042365.9 [Q69ZA1-1];ENSMUST00000223490.2 [Q69ZA1-2];
Q69ZF3	Q69ZF3;		ENSMUST00000030189.14;
Q69ZF7	Q69ZF7;		ENSMUST00000153128.2;
Q69ZF8	Q69ZF8;		ENSMUST00000085177.5;
Q69ZI1	Q69ZI1;		
Q69ZK0	Q69ZK0;		ENSMUST00000036719.12 [Q69ZK0-1];ENSMUST00000109246.2 [Q69ZK0-2];
Q69ZK6	Q69ZK6;		ENSMUST00000173689.8;
Q69ZK9	Q69ZK9;	3BL8;	ENSMUST00000056484.10;ENSMUST00000108634.9;
Q69ZM6	Q69ZM6;		ENSMUST00000087183.11 [Q69ZM6-1];ENSMUST00000087186.11 [Q69ZM6-3];
Q69ZN6	Q69ZN6;		ENSMUST00000020251.10 [Q69ZN6-1];
Q69ZN7	Q69ZN7;		ENSMUST00000041475.16 [Q69ZN7-1];
Q69ZP3	Q69ZP3;		ENSMUST00000027370.13 [Q69ZP3-1];ENSMUST00000087225.6 [Q69ZP3-4];ENSMUST00000087226.11 [Q69ZP3-3];
Q69ZQ1	Q69ZQ1;		ENSMUST00000054920.5;
Q69ZR2	Q69ZR2;		
Q69ZR9	Q69ZR9;		ENSMUST00000022450.6 [Q69ZR9-2];
Q69ZS0	Q69ZS0;		ENSMUST00000075994.11 [Q69ZS0-1];
Q69ZS6	Q69ZS6;		ENSMUST00000161263.8;
Q69ZS7	Q69ZS7;	1UFZ;	ENSMUST00000219915.2 [Q69ZS7-1];
Q69ZS8	Q69ZS8;		ENSMUST00000036476.10 [Q69ZS8-2];ENSMUST00000155023.9 [Q69ZS8-1];
Q69ZT1	Q69ZT1;		ENSMUST00000163289.7 [Q69ZT1-1];
Q69ZU6	Q69ZU6;		
Q69ZW3	Q69ZW3;		ENSMUST00000045167.11 [Q69ZW3-2];ENSMUST00000109563.9 [Q69ZW3-1];ENSMUST00000180360.8 [Q69ZW3-2];
Q69ZX6	Q69ZX6;		ENSMUST00000093389.9;ENSMUST00000096441.5;
Q69ZX8	Q69ZX8;		ENSMUST00000049378.15;ENSMUST00000166783.3;
Q69ZZ9	Q69ZZ9;		
Q6A009	Q6A009;		ENSMUST00000039449.9;
Q6A028	Q6A028;		ENSMUST00000033325.9;
Q6A037	Q6A037;		ENSMUST00000034074.8;
Q6A051	Q6A051;		ENSMUST00000077282.7 [Q6A051-1];
Q6A065	Q6A065;		ENSMUST00000192961.6 [Q6A065-2];ENSMUST00000194727.6 [Q6A065-1];
Q6A068	Q6A068;		ENSMUST00000024727.10;
Q6A070	Q6A070;	5DN7;	ENSMUST00000066296.9 [Q6A070-1];
Q6A078	Q6A078;		ENSMUST00000219765.2 [Q6A078-1];
Q6A087			
Q6A0D4	Q6A0D4;		ENSMUST00000044503.14;
Q6A4J8	Q6A4J8;		
Q6AW69	Q6AW69;		ENSMUST00000072899.9 [Q6AW69-4];ENSMUST00000121322.8 [Q6AW69-3];ENSMUST00000122065.2 [Q6AW69-4];
Q6AXC6	Q6AXC6;		ENSMUST00000224497.2;
Q6AZB0	Q6AZB0;	1X4Y;1X4Z;	
Q6B8I0	Q6B8I0;		ENSMUST00000075040.9;
Q6DFV1	Q6DFV1;		ENSMUST00000084828.5;
Q6DFW0	Q6DFW0;		ENSMUST00000084724.10 [Q6DFW0-2];ENSMUST00000108127.4 [Q6DFW0-1];
Q6DFW4	Q6DFW4;		ENSMUST00000191142.7;
Q6DFW5	Q6DFW5;		ENSMUST00000029257.15;
Q6DFX2	Q6DFX2;		ENSMUST00000031281.14;
Q6DFY8	Q6DFY8;		ENSMUST00000004133.11;
Q6DFZ1	Q6DFZ1;		ENSMUST00000026254.14;
Q6DIA7	Q6DIA7;	7Z8Z;	ENSMUST00000093375.5 [Q6DIA7-2];ENSMUST00000118856.8 [Q6DIA7-1];
Q6DIB5	Q6DIB5;		ENSMUST00000075770.13;
Q6DIC0	Q6DIC0;		
Q6DID7	Q6DID7;		ENSMUST00000068952.10 [Q6DID7-1];ENSMUST00000198878.2 [Q6DID7-1];
Q6DR98	Q6DR98;		ENSMUST00000207470.3;
Q6DTY7	Q6DTY7;		ENSMUST00000051873.15 [Q6DTY7-5];ENSMUST00000198140.5 [Q6DTY7-1];ENSMUST00000199591.5 [Q6DTY7-3];
Q6DVA0	Q6DVA0;		ENSMUST00000055117.9;
Q6DYE8	Q6DYE8;		ENSMUST00000020169.9;
Q6E1M8	Q6E1M8;		ENSMUST00000033567.15 [Q6E1M8-1];ENSMUST00000147103.2 [Q6E1M8-2];
Q6EBV9	Q6EBV9;		ENSMUST00000059401.7;
Q6EDY6	Q6EDY6;	2KZ7;3AA0;3AAE;4K17;	ENSMUST00000072889.12 [Q6EDY6-1];
Q6F3F9	Q6F3F9;		ENSMUST00000041168.6;
Q6GQS1	Q6GQS1;		ENSMUST00000040280.14;
Q6GQT0	Q6GQT0;		ENSMUST00000090464.7 [Q6GQT0-1];ENSMUST00000106491.7 [Q6GQT0-2];
Q6GQT1	Q6GQT1;		ENSMUST00000032203.9;
Q6GQT6	Q6GQT6;		ENSMUST00000098350.10;
Q6GQX6	Q6GQX6;		ENSMUST00000229609.2;
Q6GSS7	Q6GSS7;		ENSMUST00000074976.8;ENSMUST00000078756.7;
Q6GU14			ENSMUST00000000450.5;
Q6GYP7	Q6GYP7;		ENSMUST00000085385.7 [Q6GYP7-1];
Q6H1V1	Q6H1V1;		ENSMUST00000020378.5 [Q6H1V1-1];
Q6HA09	Q6HA09;		ENSMUST00000059839.9 [Q6HA09-2];ENSMUST00000089673.10 [Q6HA09-1];ENSMUST00000179618.8 [Q6HA09-2];
Q6IMP4	Q6IMP4;		ENSMUST00000161372.2 [Q6IMP4-2];ENSMUST00000162424.2 [Q6IMP4-1];
Q6IQX7	Q6IQX7;		ENSMUST00000079205.14 [Q6IQX7-1];ENSMUST00000094818.4 [Q6IQX7-3];
Q6IQX8	Q6IQX8;		ENSMUST00000067549.15;ENSMUST00000166169.4;ENSMUST00000226522.2;
Q6IQY6			ENSMUST00000097949.11;
Q6IR34	Q6IR34;		ENSMUST00000066889.13 [Q6IR34-5];ENSMUST00000066936.9 [Q6IR34-1];ENSMUST00000078616.12 [Q6IR34-2];
Q6IR42	Q6IR42;		ENSMUST00000035852.14;
Q6IRU2	Q6IRU2;		ENSMUST00000003575.11;
Q6IRU5	Q6IRU5;		ENSMUST00000049575.8 [Q6IRU5-1];ENSMUST00000091609.11 [Q6IRU5-2];
Q6IRU7	Q6IRU7;		ENSMUST00000047704.8;
Q6IS31	Q6IS31;		
Q6IS41	Q6IS41;		ENSMUST00000057026.10;
Q6IUP1	Q6IUP1;		ENSMUST00000076989.7;
Q6J1H4	Q6J1H4;		ENSMUST00000168457.3 [Q6J1H4-1];
Q6K1E7	Q6K1E7;		ENSMUST00000053683.7;
Q6KAQ7	Q6KAQ7;		ENSMUST00000106100.9 [Q6KAQ7-1];ENSMUST00000106101.2 [Q6KAQ7-1];ENSMUST00000106103.8 [Q6KAQ7-2];ENSMUST00000200570.5 [Q6KAQ7-3];
Q6KAS7	Q6KAS7;		ENSMUST00000025288.9 [Q6KAS7-1];ENSMUST00000234410.2 [Q6KAS7-1];
Q6KAU8	Q6KAU8;		ENSMUST00000120267.9 [Q6KAU8-1];ENSMUST00000122116.8 [Q6KAU8-3];ENSMUST00000139609.8 [Q6KAU8-2];ENSMUST00000143630.8 [Q6KAU8-2];
Q6KCD5			ENSMUST00000052965.8 [Q6KCD5-1];
Q6NS45	Q6NS45;		ENSMUST00000050480.8 [Q6NS45-2];ENSMUST00000223689.2 [Q6NS45-1];
Q6NS52	Q6NS52;		ENSMUST00000040500.9 [Q6NS52-2];ENSMUST00000220990.2 [Q6NS52-2];
Q6NS82	Q6NS82;		ENSMUST00000097694.11 [Q6NS82-1];ENSMUST00000190240.7 [Q6NS82-3];
Q6NSP9			ENSMUST00000159699.2;
Q6NSQ9	Q6NSQ9;		ENSMUST00000070334.10;ENSMUST00000078975.8;
Q6NT99	Q6NT99;		ENSMUST00000027826.7;
Q6NVD0			ENSMUST00000091137.6 [Q6NVD0-1];
Q6NVD9	Q6NVD9;		ENSMUST00000124310.5 [Q6NVD9-1];
Q6NVE8	Q6NVE8;		ENSMUST00000035766.13 [Q6NVE8-1];ENSMUST00000101670.3 [Q6NVE8-1];
Q6NVE9	Q6NVE9;		ENSMUST00000053426.15 [Q6NVE9-1];ENSMUST00000119015.2 [Q6NVE9-2];
Q6NVF0	Q6NVF0;		ENSMUST00000001202.15 [Q6NVF0-1];ENSMUST00000115020.8 [Q6NVF0-2];
Q6NVF4	Q6NVF4;		ENSMUST00000020449.12;
Q6NVF9	Q6NVF9;		ENSMUST00000069168.13;ENSMUST00000177145.8;
Q6NVG1	Q6NVG1;		ENSMUST00000028554.4;
Q6NVG5	Q6NVG5;	6CMY;	ENSMUST00000048860.9;
Q6NWV3	Q6NWV3;		ENSMUST00000038234.13 [Q6NWV3-2];ENSMUST00000112925.8 [Q6NWV3-1];
Q6NWW9	Q6NWW9;		
Q6NXH3	Q6NXH3;		ENSMUST00000047627.14 [Q6NXH3-2];ENSMUST00000091236.11 [Q6NXH3-1];
Q6NXK7	Q6NXK7;		
Q6NXK8	Q6NXK8;		ENSMUST00000023758.9 [Q6NXK8-1];ENSMUST00000228185.2 [Q6NXK8-2];
Q6NXV8	Q6NXV8;		
Q6NXW6	Q6NXW6;		ENSMUST00000022136.14;ENSMUST00000177848.3;
Q6NY15	Q6NY15;		ENSMUST00000041815.15 [Q6NY15-1];ENSMUST00000088072.10 [Q6NY15-3];ENSMUST00000114902.8 [Q6NY15-2];
Q6NZB1	Q6NZB1;	4C03;4C04;4C05;4C06;4C07;4C08;5FQN;5FQO;5LV4;5LV5;6SQ3;6SQ4;6SQH;6SQI;6SQK;7NUD;7NUE;7P2R;	ENSMUST00000106567.2;ENSMUST00000168412.3;ENSMUST00000190378.2;
Q6NZG4	Q6NZG4;		
Q6NZJ6	Q6NZJ6;		ENSMUST00000044783.14 [Q6NZJ6-1];ENSMUST00000115460.8 [Q6NZJ6-1];ENSMUST00000115463.8 [Q6NZJ6-2];
Q6NZM9	Q6NZM9;		ENSMUST00000008995.15 [Q6NZM9-1];ENSMUST00000097644.9 [Q6NZM9-1];
Q6NZP1	Q6NZP1;		ENSMUST00000086614.12;ENSMUST00000112538.4;
Q6NZQ4	Q6NZQ4;		ENSMUST00000002291.12;
Q6NZQ8	Q6NZQ8;		ENSMUST00000039540.12 [Q6NZQ8-4];ENSMUST00000072482.13 [Q6NZQ8-3];ENSMUST00000098708.11 [Q6NZQ8-5];ENSMUST00000110253.3 [Q6NZQ8-2];ENSMUST00000110255.8 [Q6NZQ8-5];ENSMUST00000110258.8 [Q6NZQ8-1];ENSMUST00000110259.8 [Q6NZQ8-3];ENSMUST00000178982.8 [Q6NZQ8-1];
Q6P069	Q6P069;		ENSMUST00000088786.11 [Q6P069-2];ENSMUST00000148633.4 [Q6P069-1];
Q6P073	Q6P073;		ENSMUST00000103175.8;ENSMUST00000105581.5;ENSMUST00000166489.8;
Q6P1B3	Q6P1B3;		ENSMUST00000032479.11;ENSMUST00000160704.8;ENSMUST00000162170.8;
Q6P1C6	Q6P1C6;	3SO5;	ENSMUST00000074807.8;
Q6P1D5	Q6P1D5;		ENSMUST00000079491.14 [Q6P1D5-1];
Q6P1D7	Q6P1D7;		ENSMUST00000040790.14;
Q6P1E1	Q6P1E1;		ENSMUST00000007961.15 [Q6P1E1-2];ENSMUST00000162645.8 [Q6P1E1-1];
Q6P1E7	Q6P1E7;		ENSMUST00000040468.16 [Q6P1E7-1];ENSMUST00000209787.2 [Q6P1E7-1];ENSMUST00000211400.2 [Q6P1E7-1];
Q6P1E8	Q6P1E8;	8I7O;8I7R;8IYJ;8TO0;	ENSMUST00000156187.8 [Q6P1E8-1];
Q6P1F6	Q6P1F6;		ENSMUST00000089230.7;
Q6P1G2	Q6P1G2;		ENSMUST00000031435.14 [Q6P1G2-2];ENSMUST00000046073.16 [Q6P1G2-1];
Q6P1H1	Q6P1H1;		ENSMUST00000168445.2 [Q6P1H1-1];ENSMUST00000235271.2 [Q6P1H1-1];ENSMUST00000236352.2 [Q6P1H1-3];ENSMUST00000237581.2 [Q6P1H1-1];ENSMUST00000237641.2 [Q6P1H1-2];ENSMUST00000237814.2 [Q6P1H1-1];
Q6P1I6	Q6P1I6;		ENSMUST00000115716.9 [Q6P1I6-1];ENSMUST00000175734.2 [Q6P1I6-3];ENSMUST00000176873.8 [Q6P1I6-3];ENSMUST00000177432.8 [Q6P1I6-2];
Q6P1Y8	Q6P1Y8;		ENSMUST00000042529.14;
Q6P2K6	Q6P2K6;		ENSMUST00000048305.10 [Q6P2K6-1];
Q6P2L6	Q6P2L6;		ENSMUST00000136107.9 [Q6P2L6-4];ENSMUST00000146919.8 [Q6P2L6-2];ENSMUST00000153597.3 [Q6P2L6-3];ENSMUST00000155861.8 [Q6P2L6-2];
Q6P3A8	Q6P3A8;		ENSMUST00000034801.11 [Q6P3A8-2];ENSMUST00000190166.7 [Q6P3A8-2];ENSMUST00000190637.7 [Q6P3A8-1];
Q6P3D0	Q6P3D0;		ENSMUST00000035179.9;
Q6P3E7	Q6P3E7;		ENSMUST00000082197.12;
Q6P4S6	Q6P4S6;		ENSMUST00000126865.8 [Q6P4S6-1];
Q6P4T1	Q6P4T1;	4P2I;4P2J;	ENSMUST00000164099.3;
Q6P4T2	Q6P4T2;		ENSMUST00000103220.4;
Q6P549	Q6P549;	5ZRX;	ENSMUST00000035836.14;ENSMUST00000165052.8;
Q6P5D3	Q6P5D3;		ENSMUST00000038166.9 [Q6P5D3-2];ENSMUST00000086555.11 [Q6P5D3-1];
Q6P5D8	Q6P5D8;	6N64;	ENSMUST00000127430.2;
Q6P5E4	Q6P5E4;		ENSMUST00000046875.14;
Q6P5E6	Q6P5E6;		ENSMUST00000033160.15 [Q6P5E6-1];ENSMUST00000124566.2 [Q6P5E6-1];
Q6P5E8	Q6P5E8;		ENSMUST00000053913.13 [Q6P5E8-1];
Q6P5F6	Q6P5F6;		ENSMUST00000027131.6;
Q6P5F7	Q6P5F7;	7RTW;	ENSMUST00000042661.8 [Q6P5F7-1];ENSMUST00000197452.5 [Q6P5F7-2];
Q6P5F9	Q6P5F9;	3GJX;3NBY;3NBZ;3NC0;3NC1;	ENSMUST00000102869.8;ENSMUST00000102870.8;
Q6P5G0	Q6P5G0;		ENSMUST00000091851.10;
Q6P5H2	Q6P5H2;		ENSMUST00000090973.12 [Q6P5H2-1];ENSMUST00000160694.2 [Q6P5H2-2];
Q6P6J4	Q6P6J4;		ENSMUST00000053657.13;ENSMUST00000112279.2;
Q6P6L0	Q6P6L0;		ENSMUST00000099667.3 [Q6P6L0-2];
Q6P6M7	Q6P6M7;	3BC8;3BCA;3BCB;	ENSMUST00000031069.13;
Q6P6N5	Q6P6N5;		
Q6P7F1	Q6P7F1;		ENSMUST00000078874.14 [Q6P7F1-1];ENSMUST00000191200.7 [Q6P7F1-3];
Q6P7W0	Q6P7W0;		ENSMUST00000037484.15 [Q6P7W0-1];ENSMUST00000164859.8 [Q6P7W0-2];
Q6P8U6	Q6P8U6;		ENSMUST00000057270.9;
Q6P8X1	Q6P8X1;		ENSMUST00000005798.9;
Q6P8X9	Q6P8X9;	8I7O;8I7R;8IYJ;8TO0;	ENSMUST00000027959.11;
Q6P902	Q6P902;		
Q6P926	Q6P926;		ENSMUST00000025209.12 [Q6P926-1];ENSMUST00000096573.4 [Q6P926-3];
Q6P9J9	Q6P9J9;	6P46;6P47;6P48;6P49;6QP6;6QPB;6QPC;6QPI;8B8G;8B8J;8B8K;8B8M;8B8Q;8BC0;8BC1;8SUN;8SUR;8TAG;8TAI;8TAL;	ENSMUST00000071874.8 [Q6P9J9-1];
Q6P9K9	Q6P9K9;	3MW4;	ENSMUST00000057634.14 [Q6P9K9-2];ENSMUST00000163134.8 [Q6P9K9-1];ENSMUST00000167887.8 [Q6P9K9-2];
Q6P9N1	Q6P9N1;		ENSMUST00000030849.13 [Q6P9N1-1];ENSMUST00000101513.9 [Q6P9N1-2];ENSMUST00000115109.2 [Q6P9N1-3];
Q6P9P6	Q6P9P6;		ENSMUST00000012587.4;
Q6P9Q6	Q6P9Q6;		ENSMUST00000084527.10 [Q6P9Q6-1];
Q6P9R2	Q6P9R2;		ENSMUST00000040853.11;
Q6P9S0	Q6P9S0;		ENSMUST00000052457.15;
Q6P9S1	Q6P9S1;		ENSMUST00000109099.4;
Q6P9S7	Q6P9S7;		ENSMUST00000066987.14;
Q6P9Z1	Q6P9Z1;		ENSMUST00000030791.12;
Q6PA06	Q6PA06;		ENSMUST00000068282.7 [Q6PA06-1];
Q6PAC3	Q6PAC3;		ENSMUST00000022909.10;
Q6PAJ1	Q6PAJ1;		ENSMUST00000164107.3;
Q6PAK3	Q6PAK3;		ENSMUST00000032500.9;
Q6PAL1	Q6PAL1;		ENSMUST00000030862.5;
Q6PAR0	Q6PAR0;		ENSMUST00000068240.13 [Q6PAR0-2];ENSMUST00000068259.10 [Q6PAR0-1];ENSMUST00000144272.8 [Q6PAR0-3];
Q6PAR5	Q6PAR5;		ENSMUST00000028224.15 [Q6PAR5-2];ENSMUST00000102800.9 [Q6PAR5-2];ENSMUST00000113099.10 [Q6PAR5-1];
Q6PAV2	Q6PAV2;		ENSMUST00000020258.10 [Q6PAV2-2];ENSMUST00000219577.2 [Q6PAV2-1];
Q6PB44	Q6PB44;	2W10;	ENSMUST00000040021.12 [Q6PB44-1];
Q6PB60	Q6PB60;		ENSMUST00000068755.14;ENSMUST00000180025.8;
Q6PB66	Q6PB66;		ENSMUST00000112308.9;
Q6PB75	Q6PB75;		ENSMUST00000198607.5;
Q6PB82			ENSMUST00000200299.2;
Q6PB93	Q6PB93;		ENSMUST00000034458.9 [Q6PB93-1];
Q6PB97	Q6PB97;		ENSMUST00000033081.14 [Q6PB97-1];ENSMUST00000186207.7 [Q6PB97-1];ENSMUST00000188580.3 [Q6PB97-3];ENSMUST00000206893.2 [Q6PB97-2];
Q6PCM1	Q6PCM1;		ENSMUST00000065509.11 [Q6PCM1-1];ENSMUST00000167220.4 [Q6PCM1-1];ENSMUST00000207023.2 [Q6PCM1-1];
Q6PCN3	Q6PCN3;		ENSMUST00000047034.9;
Q6PCN7	Q6PCN7;		ENSMUST00000002502.12;
Q6PCP5	Q6PCP5;		ENSMUST00000073025.12 [Q6PCP5-2];ENSMUST00000078332.13 [Q6PCP5-1];ENSMUST00000160786.8 [Q6PCP5-3];ENSMUST00000160972.8 [Q6PCP5-4];
Q6PCQ0	Q6PCQ0;		ENSMUST00000041783.14 [Q6PCQ0-1];ENSMUST00000077890.12 [Q6PCQ0-2];
Q6PCX7	Q6PCX7;		ENSMUST00000094312.12 [Q6PCX7-1];ENSMUST00000139780.3 [Q6PCX7-2];
Q6PCX9	Q6PCX9;		ENSMUST00000041282.13;
Q6PD03	Q6PD03;		ENSMUST00000067976.9;
Q6PD10	Q6PD10;		ENSMUST00000035214.11;
Q6PD21	Q6PD21;		ENSMUST00000061986.12 [Q6PD21-1];
Q6PD31	Q6PD31;		ENSMUST00000045903.8 [Q6PD31-1];
Q6PDG5	Q6PDG5;		ENSMUST00000026433.9 [Q6PDG5-2];ENSMUST00000105235.10 [Q6PDG5-1];
Q6PDG8	Q6PDG8;		
Q6PDI5	Q6PDI5;		ENSMUST00000102889.10 [Q6PDI5-1];ENSMUST00000107557.9 [Q6PDI5-3];
Q6PDK2			ENSMUST00000178486.9;
Q6PDM1	Q6PDM1;	2Y0M;2Y0N;	ENSMUST00000037915.9 [Q6PDM1-1];ENSMUST00000037930.13 [Q6PDM1-3];ENSMUST00000107485.8 [Q6PDM1-4];ENSMUST00000107487.10 [Q6PDM1-2];
Q6PDM2	Q6PDM2;	1X4C;	ENSMUST00000079866.11 [Q6PDM2-2];ENSMUST00000139129.9 [Q6PDM2-1];
Q6PDM4	Q6PDM4;		ENSMUST00000076592.4;
Q6PDN3	Q6PDN3;		ENSMUST00000231589.2 [Q6PDN3-4];
Q6PDQ2	Q6PDQ2;		ENSMUST00000056889.15;
Q6PDS3	Q6PDS3;		ENSMUST00000061174.7 [Q6PDS3-1];ENSMUST00000108287.10 [Q6PDS3-3];
Q6PDX6	Q6PDX6;		ENSMUST00000030439.15 [Q6PDX6-1];ENSMUST00000102690.9 [Q6PDX6-4];ENSMUST00000221654.2 [Q6PDX6-2];
Q6PDY2	Q6PDY2;	7LVZ;	ENSMUST00000075686.7;
Q6PE15	Q6PE15;	6NY9;	ENSMUST00000066983.13 [Q6PE15-1];
Q6PE84	Q6PE84;		ENSMUST00000029307.4;
Q6PE87	Q6PE87;		ENSMUST00000029971.12 [Q6PE87-1];ENSMUST00000108136.8 [Q6PE87-2];
Q6PEB6	Q6PEB6;		ENSMUST00000162364.8;
Q6PEE3	Q6PEE3;		ENSMUST00000022901.16;
Q6PEM8	Q6PEM8;		ENSMUST00000001126.4;
Q6PER3	Q6PER3;		ENSMUST00000031058.15;
Q6PF93	Q6PF93;		ENSMUST00000115812.10 [Q6PF93-1];
Q6PFD5	Q6PFD5;	5IZU;	ENSMUST00000046659.14;ENSMUST00000106094.9;
Q6PFD9	Q6PFD9;	3TKN;7BYF;	
Q6PFE3	Q6PFE3;		ENSMUST00000070755.13;
Q6PFE7	Q6PFE7;		ENSMUST00000030032.13 [Q6PFE7-1];ENSMUST00000123476.8 [Q6PFE7-1];
Q6PFG8	Q6PFG8;		ENSMUST00000053225.7;
Q6PFR5	Q6PFR5;		
Q6PFX7	Q6PFX7;		ENSMUST00000061789.14 [Q6PFX7-1];ENSMUST00000118326.8 [Q6PFX7-1];ENSMUST00000212152.2 [Q6PFX7-2];
Q6PFX9	Q6PFX9;	3UTM;4N4T;5HKP;6CF6;	ENSMUST00000033929.6 [Q6PFX9-1];
Q6PFY1	Q6PFY1;		ENSMUST00000043437.14 [Q6PFY1-1];
Q6PFY8	Q6PFY8;	8SDI;	ENSMUST00000037409.13 [Q6PFY8-1];ENSMUST00000106980.9 [Q6PFY8-1];ENSMUST00000134993.3 [Q6PFY8-2];
Q6PFY9	Q6PFY9;		ENSMUST00000039318.16 [Q6PFY9-1];ENSMUST00000109769.10 [Q6PFY9-2];ENSMUST00000109770.2 [Q6PFY9-1];ENSMUST00000221139.2 [Q6PFY9-1];
Q6PFZ1	Q6PFZ1;		
Q6PGB6	Q6PGB6;		ENSMUST00000063520.15 [Q6PGB6-2];ENSMUST00000063542.8 [Q6PGB6-3];ENSMUST00000159514.8 [Q6PGB6-4];ENSMUST00000161326.8 [Q6PGB6-1];
Q6PGB8	Q6PGB8;		ENSMUST00000077569.11 [Q6PGB8-1];ENSMUST00000088973.11 [Q6PGB8-1];ENSMUST00000101616.9 [Q6PGB8-2];
Q6PGC1	Q6PGC1;		ENSMUST00000038574.7;
Q6PGD0	Q6PGD0;		ENSMUST00000013766.13 [Q6PGD0-1];ENSMUST00000200942.2 [Q6PGD0-2];
Q6PGG6	Q6PGG6;		ENSMUST00000026297.12;ENSMUST00000112691.9;
Q6PGK7	Q6PGK7;		ENSMUST00000027249.13 [Q6PGK7-1];ENSMUST00000194361.7 [Q6PGK7-1];
Q6PGN1	Q6PGN1;		ENSMUST00000086861.12;
Q6PGN3	Q6PGN3;		ENSMUST00000029719.14 [Q6PGN3-1];ENSMUST00000191752.6 [Q6PGN3-6];ENSMUST00000195561.6 [Q6PGN3-2];
Q6PH08	Q6PH08;		ENSMUST00000090302.6 [Q6PH08-3];ENSMUST00000210924.2 [Q6PH08-2];ENSMUST00000211145.2 [Q6PH08-1];
Q6PHN9	Q6PHN9;		ENSMUST00000031492.15;
Q6PHS9	Q6PHS9;		ENSMUST00000010210.13 [Q6PHS9-2];ENSMUST00000085092.12 [Q6PHS9-1];ENSMUST00000166799.8 [Q6PHS9-6];ENSMUST00000168532.8 [Q6PHS9-3];ENSMUST00000170737.3 [Q6PHS9-5];
Q6PHU5	Q6PHU5;	5NMR;5NMT;5NNI;5NNJ;5ZNN;	ENSMUST00000102632.7 [Q6PHU5-1];ENSMUST00000135636.6 [Q6PHU5-2];
Q6PHZ2	Q6PHZ2;	6BAB;	ENSMUST00000066466.13 [Q6PHZ2-4];ENSMUST00000106400.9 [Q6PHZ2-2];ENSMUST00000106402.8 [Q6PHZ2-5];ENSMUST00000199300.5 [Q6PHZ2-1];
Q6PHZ8	Q6PHZ8;	3DD4;	ENSMUST00000087395.11 [Q6PHZ8-1];ENSMUST00000176191.8 [Q6PHZ8-2];ENSMUST00000176978.8 [Q6PHZ8-4];
Q6PIC6	Q6PIC6;		ENSMUST00000080882.11;
